,Word1,Word2,araneum,ruwikiruscorpora,people_opinion
201,гостиница,месяц,0.10993859908654864,0.0891180721752616,2.54
202,вид,тип,0.4486256914367562,0.2097021302963131,6.77
203,гостиница,прибытие,0.30706858534419385,0.22362969806333946,5.54
204,шкаф,кровать,0.6011621866578697,0.17182389576300483,5.92
205,одежда,шкаф,0.3407390887925129,0.28699615318979643,6.54
206,заключение,ситуация,0.16073881330735604,0.22681280844873095,3.23
207,изоляция,ситуация,0.10742387390436559,0.2277102375372332,3.15
208,интерес,беспристрастность,0.2470870280662142,0.225723346018978,3.08
209,комбинация,направление,0.18012824771514616,0.1821503852390825,2.15
210,место,улица,0.21573756284609033,0.27390900278874253,6.31
211,аллея,улица,0.5525197663647429,0.40134923917413157,6.77
212,квартал,улица,0.3576159668778708,0.3383768149598425,6.85
213,дети,улица,0.16849630393197282,0.1727439056428547,5.77
214,близость,список,0.057153114019665455,0.14873313169597419,1.38
215,категория,список,0.29070789112518264,0.26373251600358205,3.69
216,телефон,клетка,0.10493090145495378,0.1680089915943715,1.46
217,подъем,производство,0.15883796195922115,0.14683985663135016,5.08
218,показатель,отметка,0.3432187355384028,0.36415679985807753,6.69
219,платеж,дивиденд,0.43038478784702716,0.5085265580770891,6.08
220,расчет,дивиденд,0.17733036783052217,0.2902535728216113,5.15
221,вычисление,расчет,0.5391520707005183,0.37971244644135177,7.77
222,рынок,валюта,0.3507327442589765,0.28096013700328065,7.85
223,продукция,объявление,0.17170739926044004,0.23116432501910522,3.54
224,предупреждение,объявление,0.1817351011004684,0.20875299111585624,5.23
225,предупреждение,прибыль,0.10095413758151298,0.1931518905285232,1.77
226,потеря,прибыль,0.23182854601383496,0.22782882819778824,6.85
227,иена,доллар,0.7282516668465072,0.48431514174637,7.31
228,бакс,доллар,0.7914175904282067,0.3189508765284828,9.08
229,прибыль,доллар,0.3944138845190619,0.3640971623112573,6.77
230,потеря,доллар,0.1482718931860113,0.14331237301739666,5.69
231,программа,компьютер,0.2823042289419666,0.24728127729090235,9.0
232,оборудование,телефон,0.21588285125882076,0.25453004418232017,5.69
233,производитель,оборудование,0.42611566823808383,0.4502142929644975,7.08
234,машина,роскошь,0.18721187611136073,0.24386060132132895,5.0
235,месяц,пять,0.3539398187985068,0.2422048597147623,2.0
236,прибыль,отчет,0.33157013519354983,0.3836795931302694,4.92
237,зарабатывание,инвестор,0.2342196647165801,0.28485468062139363,6.08
238,вода,жидкость,0.5961627430324219,0.3770629435017616,8.62
239,сезон,бейсбол,0.24477799775362108,0.4696818956598295,4.0
240,победа,игра,0.2765976295741485,0.2828777946025327,7.38
241,команда,игра,0.34355782620413255,0.12082143001369773,8.0
242,спринт,марафон,0.5670004820156331,0.33908856418779004,7.92
243,цикл,игра,0.11527342888901784,0.18256926943081647,3.77
244,поражение,игра,0.12929405451740938,0.27361479455763843,6.85
245,цикл,семь,0.20485971882975937,0.29853747201757996,3.62
246,пища,омар,0.2611776609024844,0.28488748447912304,6.77
247,вино,омар,0.25263319358554326,0.2719476860461345,3.31
248,приготовление,пища,0.36916167214650103,0.29761731969467137,7.69
249,архив,видео,0.21613804237021825,0.1490176600473061,6.85
250,год,начало,0.34530857449676194,0.17589549167194,6.0
251,матч,начало,0.13243962918320004,0.14473975011366183,5.85
252,раунд,игра,0.42583538216485967,0.03297040843337937,6.08
253,раунд,бокс,0.2820026522729755,0.3309701699835547,7.54
254,турнир,чемпионат,0.7497951366217043,0.44591731918768357,8.31
255,побеждать,борьба,0.45329986174465203,0.23944522171738722,8.15
256,страховка,линия,0.08160641433044398,0.21472291803498694,1.38
257,лето,день,0.37415973153944965,0.22970701688232525,5.15
258,засуха,лето,0.39919476356755945,0.29433776758140784,7.38
259,природа,лето,0.2628024384240685,0.20786040721083235,6.54
260,рассвет,день,0.33792836955636224,0.3557899950347411,5.85
261,среда,природа,0.21500935487350176,0.4081372692791896,8.54
262,экология,среда,0.33945004205258766,0.3174664514016088,9.0
263,человек,природа,0.2540975793880486,0.5307010638535887,7.69
264,женщина,мужчина,0.8830102685644251,0.33640873752126355,8.62
265,губернатор,человек,0.20520660223244833,0.2168423621089034,5.0
266,человекоубийство,убийство,0.49216936513760745,0.27246254355065125,8.42
267,опера,мыло,0.1025145251619218,0.15375600485819205,5.85
268,спектакль,опера,0.6108760771629231,0.3580617334306769,7.23
269,урок,жизнь,0.23882914147811699,0.32053196864012684,6.46
270,жизнь,фокус,0.10057167934243438,0.47689437387845696,3.62
271,экипаж,производство,0.15873304238673278,0.16439341119256803,1.23
272,фильм,телевидение,0.3717107197309359,0.37457749199225643,7.31
273,ссора,любовник,0.46536283887250596,0.22733125169211363,5.69
274,серийный,зритель,0.14512229434734839,0.16700917549988764,3.23
275,девочка,возможность,0.07208810665125645,0.11234383383885993,2.69
276,развитие,население,0.2460592310025583,0.24548671746552114,3.46
277,важность,мораль,0.18190087233854976,0.40488527482650755,4.08
278,брак,мораль,0.20008255782687162,0.25200724146387876,4.92
279,равенство,пол,0.017648216144496725,0.14421666803136174,5.77
280,отношение,изменение,0.15827303126078726,0.32327889029436147,4.38
281,планирование,семья,0.15315995994474196,0.07476799808709002,6.38
282,промышленность,опера,0.07536520349120322,0.05468549220026357,0.69
283,подход,сахар,0.030722652437253563,0.09453581940954615,0.62
284,учреждение,практика,0.2836483644049483,0.2809085833792448,2.38
285,культура,министерство,0.19260727003129557,0.13882401368087055,5.08
286,вызов,проблема,0.1668190270311157,0.3002350164720169,4.77
287,выступ,размер,0.23719994540871805,0.23902890730094664,2.69
288,гражданин,страна,0.28969394828434214,0.1638905745064416,7.15
289,люди,планета,0.14491207284965174,0.2034424946977557,7.46
290,выпуск,развитие,0.1138631543360558,0.17541468912277938,3.15
291,музыка,опыт,0.0850177476326756,0.30657193716483255,2.46
292,проект,музыка,0.17339191310562616,0.23336010544797936,3.62
293,металл,стекло,0.5000224134432083,0.43461403167924023,4.77
294,металл,алюминий,0.7386287266531205,0.6133495590645541,7.46
295,достоверность,шанс,0.11526252181541143,0.17615014557391112,4.0
296,виртуоз,концерт,0.3708654672851273,0.529734270246326,7.62
297,джаз,рок,0.7170361738832183,0.3852660432952354,8.0
298,театр,музей,0.4858262107141604,0.27948381695267943,7.31
299,архитектура,наблюдение,0.09420158141597601,0.1545122145366212,3.69
300,мир,пространство,0.27093044207550465,0.21625690791519817,6.62
301,мир,предохранение,0.05322239278945958,0.1335608669860864,3.0
302,билет,вход,0.2982582636366377,0.1811820529123445,6.92
303,гроза,ливень,0.7335577600417973,0.3442308323795012,8.15
304,наводнение,ливень,0.62329090413517,0.4035249749889182,7.85
305,прогноз,погода,0.3770743036476056,0.32544434263096805,9.08
306,область,катастрофа,0.18385104521240203,0.11045556226965315,3.92
307,офис,губернатор,0.12984630603493932,0.24503253306792847,5.08
308,век,архитектура,0.11513131247351441,0.09509405219090354,4.92
